"ts","srcip","dstip","srcport","dstport","proto_type","sbytes","dbytes","flow_bytes","rate","srate","drate","spkts","dpkts","ttl","iat","max_iat","min_iat","total_duration","N_IN_Conn_P_Src_IP","N_IN_Conn_P_Dst_IP","avg_pkt_len","state_con","state_int","state_rst","fin_flag_number","syn_flag_number","psh_flag_number","ack_flag_number","urg_flag_number","ece_flag_number","cwr_flag_number"
"20",1666700785.09004,"192.168.137.17","192.168.137.120",50316,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,18,20,1514,0,0,0,0,0,0,1,0,0,0
"21",1666700785.09004,"192.168.137.17","192.168.137.120",50317,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,19,21,1514,0,0,0,0,0,0,1,0,0,0
"22",1666700785.09004,"192.168.137.17","192.168.137.120",50318,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,20,22,1514,0,0,0,0,0,0,1,0,0,0
"23",1666700785.09005,"192.168.137.17","192.168.137.120",50319,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,21,23,1514,0,0,0,0,0,0,1,0,0,0
"24",1666700785.09005,"192.168.137.17","192.168.137.120",50320,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,22,24,1514,0,0,0,0,0,0,1,0,0,0
"25",1666700785.09005,"192.168.137.17","192.168.137.120",50321,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,23,25,1514,0,0,0,0,0,0,1,0,0,0
"26",1666700785.09005,"192.168.137.17","192.168.137.120",50322,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,24,26,1514,0,0,0,0,0,0,1,0,0,0
"27",1666700785.09007,"192.168.137.17","192.168.137.120",50323,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,25,27,1514,0,0,0,0,0,0,1,0,0,0
"28",1666700785.09007,"192.168.137.17","192.168.137.120",50324,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,26,28,1514,0,0,0,0,0,0,1,0,0,0
"29",1666700785.09007,"192.168.137.17","192.168.137.120",50325,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,27,29,1514,0,0,0,0,0,0,1,0,0,0
"30",1666700785.09018,"192.168.137.17","192.168.137.120",50326,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,28,30,1514,0,0,0,0,0,0,1,0,0,0
"31",1666700785.09018,"192.168.137.17","192.168.137.120",50327,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,29,31,1514,0,0,0,0,0,0,1,0,0,0
"32",1666700785.09019,"192.168.137.17","192.168.137.120",50328,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,30,32,1514,0,0,0,0,0,0,1,0,0,0
"33",1666700785.09019,"192.168.137.17","192.168.137.120",50329,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,31,33,1514,0,0,0,0,0,0,1,0,0,0
"34",1666700785.0902,"192.168.137.17","192.168.137.120",50330,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,32,34,1514,0,0,0,0,0,0,1,0,0,0
"35",1666700785.0902,"192.168.137.17","192.168.137.120",50331,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,33,35,1514,0,0,0,0,0,0,1,0,0,0
"36",1666700785.0902,"192.168.137.17","192.168.137.120",50332,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,34,36,1514,0,0,0,0,0,0,1,0,0,0
"37",1666700785.0902,"192.168.137.17","192.168.137.120",50333,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,35,37,1514,0,0,0,0,0,0,1,0,0,0
"38",1666700785.09021,"192.168.137.17","192.168.137.120",50334,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,36,38,1514,0,0,0,0,0,0,1,0,0,0
"39",1666700785.09026,"192.168.137.17","192.168.137.120",50335,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,37,39,1514,0,0,0,0,0,0,1,0,0,0
"40",1666700785.09029,"192.168.137.17","192.168.137.120",50336,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,38,40,1514,0,0,0,0,0,0,1,0,0,0
"41",1666700785.09029,"192.168.137.17","192.168.137.120",50337,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,39,41,1514,0,0,0,0,0,0,1,0,0,0
"42",1666700785.09029,"192.168.137.17","192.168.137.120",50338,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,40,42,1514,0,0,0,0,0,0,1,0,0,0
"43",1666700785.09049,"192.168.137.17","192.168.137.120",50339,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,41,43,1514,0,0,0,0,0,0,1,0,0,0
"44",1666700785.09049,"192.168.137.17","192.168.137.120",50340,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,42,44,1514,0,0,0,0,0,0,1,0,0,0
"45",1666700785.09563,"192.168.137.20","192.168.137.120",5440,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,3,45,1514,0,0,0,0,0,0,1,0,0,0
"46",1666700785.09582,"192.168.137.20","192.168.137.120",5441,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,4,46,1514,0,0,0,0,0,0,1,0,0,0
"47",1666700785.09613,"192.168.137.20","192.168.137.120",5442,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,5,47,1514,0,0,0,0,0,0,1,0,0,0
"48",1666700785.09643,"192.168.137.20","192.168.137.120",5443,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,6,48,1514,0,0,0,0,0,0,1,0,0,0
"49",1666700785.09678,"192.168.137.20","192.168.137.120",5444,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,7,49,1514,0,0,0,0,0,0,1,0,0,0
"50",1666700785.09708,"192.168.137.20","192.168.137.120",5445,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,8,50,1514,0,0,0,0,0,0,1,0,0,0
"51",1666700785.09739,"192.168.137.20","192.168.137.120",5446,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,9,51,1514,0,0,0,0,0,0,1,0,0,0
"52",1666700785.09768,"192.168.137.20","192.168.137.120",5447,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,10,52,1514,0,0,0,0,0,0,1,0,0,0
"53",1666700785.09792,"192.168.137.20","192.168.137.120",5448,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,11,53,1514,0,0,0,0,0,0,1,0,0,0
"54",1666700785.0982,"192.168.137.20","192.168.137.120",5449,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,12,54,1514,0,0,0,0,0,0,1,0,0,0
"55",1666700785.09855,"192.168.137.20","192.168.137.120",5450,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,13,55,1514,0,0,0,0,0,0,1,0,0,0
"56",1666700785.09881,"192.168.137.20","192.168.137.120",5451,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,14,56,1514,0,0,0,0,0,0,1,0,0,0
"57",1666700785.09912,"192.168.137.20","192.168.137.120",5452,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,15,57,1514,0,0,0,0,0,0,1,0,0,0
"58",1666700785.09952,"192.168.137.20","192.168.137.120",5453,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,16,58,1514,0,0,0,0,0,0,1,0,0,0
"59",1666700785.09976,"192.168.137.20","192.168.137.120",5454,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,17,59,1514,0,0,0,0,0,0,1,0,0,0
"60",1666700785.10014,"192.168.137.20","192.168.137.120",5455,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,18,60,1514,0,0,0,0,0,0,1,0,0,0
"61",1666700785.10056,"192.168.137.20","192.168.137.120",5456,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,19,61,1514,0,0,0,0,0,0,1,0,0,0
"62",1666700785.10088,"192.168.137.20","192.168.137.120",5457,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,20,62,1514,0,0,0,0,0,0,1,0,0,0
"63",1666700785.10116,"192.168.137.20","192.168.137.120",5458,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,21,63,1514,0,0,0,0,0,0,1,0,0,0
"64",1666700785.10147,"192.168.137.20","192.168.137.120",5459,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,22,64,1514,0,0,0,0,0,0,1,0,0,0
"65",1666700785.10176,"192.168.137.20","192.168.137.120",5460,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,23,65,1514,0,0,0,0,0,0,1,0,0,0
"66",1666700785.10207,"192.168.137.20","192.168.137.120",5461,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,24,66,1514,0,0,0,0,0,0,1,0,0,0
"67",1666700785.10528,"192.168.137.20","192.168.137.120",5462,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,25,67,1514,0,0,0,0,0,0,1,0,0,0
"68",1666700785.10557,"192.168.137.20","192.168.137.120",5463,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,26,68,1514,0,0,0,0,0,0,1,0,0,0
"69",1666700785.10593,"192.168.137.20","192.168.137.120",5464,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,27,69,1514,0,0,0,0,0,0,1,0,0,0
"70",1666700785.1062,"192.168.137.20","192.168.137.120",5465,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,28,70,1514,0,0,0,0,0,0,1,0,0,0
"71",1666700785.10646,"192.168.137.20","192.168.137.120",5466,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,29,71,1514,0,0,0,0,0,0,1,0,0,0
"72",1666700785.10681,"192.168.137.20","192.168.137.120",5467,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,30,72,1514,0,0,0,0,0,0,1,0,0,0
"73",1666700785.10709,"192.168.137.20","192.168.137.120",5468,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,31,73,1514,0,0,0,0,0,0,1,0,0,0
"74",1666700785.10743,"192.168.137.20","192.168.137.120",5469,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,32,74,1514,0,0,0,0,0,0,1,0,0,0
"75",1666700785.10773,"192.168.137.20","192.168.137.120",5470,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,33,75,1514,0,0,0,0,0,0,1,0,0,0
"76",1666700785.10801,"192.168.137.20","192.168.137.120",5471,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,34,76,1514,0,0,0,0,0,0,1,0,0,0
"77",1666700785.10831,"192.168.137.20","192.168.137.120",5472,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,35,77,1514,0,0,0,0,0,0,1,0,0,0
"78",1666700785.11055,"192.168.137.17","192.168.137.120",50341,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,43,78,1514,0,0,0,0,0,0,1,0,0,0
"79",1666700785.11074,"192.168.137.17","192.168.137.120",50342,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,44,79,1514,0,0,0,0,0,0,1,0,0,0
"80",1666700785.11093,"192.168.137.17","192.168.137.120",50343,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,45,80,1514,0,0,0,0,0,0,1,0,0,0
"81",1666700785.11638,"192.168.137.17","192.168.137.120",50344,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,46,81,1514,0,0,0,0,0,0,1,0,0,0
"82",1666700785.11677,"192.168.137.17","192.168.137.120",50345,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,47,82,1514,0,0,0,0,0,0,1,0,0,0
"83",1666700785.1207,"192.168.137.17","192.168.137.120",50346,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,48,83,1514,0,0,0,0,0,0,1,0,0,0
"84",1666700785.1207,"192.168.137.17","192.168.137.120",50347,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,49,84,1514,0,0,0,0,0,0,1,0,0,0
"85",1666700785.12093,"192.168.137.17","192.168.137.120",50348,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,50,85,1514,0,0,0,0,0,0,1,0,0,0
"86",1666700785.12094,"192.168.137.17","192.168.137.120",50349,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,51,86,1514,0,0,0,0,0,0,1,0,0,0
"87",1666700785.12119,"192.168.137.17","192.168.137.120",50350,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,52,87,1514,0,0,0,0,0,0,1,0,0,0
"88",1666700785.12157,"192.168.137.17","192.168.137.120",50351,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,53,88,1514,0,0,0,0,0,0,1,0,0,0
"89",1666700785.12157,"192.168.137.17","192.168.137.120",50352,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,54,89,1514,0,0,0,0,0,0,1,0,0,0
"90",1666700785.12186,"192.168.137.17","192.168.137.120",50353,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,55,90,1514,0,0,0,0,0,0,1,0,0,0
"91",1666700785.12223,"192.168.137.17","192.168.137.120",50354,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,56,91,1514,0,0,0,0,0,0,1,0,0,0
"92",1666700785.1226,"192.168.137.17","192.168.137.120",50355,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,57,92,1514,0,0,0,0,0,0,1,0,0,0
"93",1666700785.12291,"192.168.137.17","192.168.137.120",50356,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,58,93,1514,0,0,0,0,0,0,1,0,0,0
"94",1666700785.12332,"192.168.137.17","192.168.137.120",50357,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,59,94,1514,0,0,0,0,0,0,1,0,0,0
"95",1666700785.1285,"192.168.137.42","192.168.137.120",5120,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,1,95,1514,0,0,0,0,0,0,1,0,0,0
"96",1666700785.12894,"192.168.137.42","192.168.137.120",5121,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,2,96,1514,0,0,0,0,0,0,1,0,0,0
"97",1666700785.12996,"192.168.137.17","192.168.137.120",50358,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,60,97,1514,0,0,0,0,0,0,1,0,0,0
"98",1666700785.12996,"192.168.137.17","192.168.137.120",50359,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,61,98,1514,0,0,0,0,0,0,1,0,0,0
"99",1666700785.12996,"192.168.137.17","192.168.137.120",50360,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,62,99,1514,0,0,0,0,0,0,1,0,0,0
"100",1666700785.12996,"192.168.137.17","192.168.137.120",50361,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,63,100,1514,0,0,0,0,0,0,1,0,0,0
"101",1666700785.13018,"192.168.137.17","192.168.137.120",50362,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,64,101,1514,0,0,0,0,0,0,1,0,0,0
"102",1666700785.13018,"192.168.137.17","192.168.137.120",50363,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,65,102,1514,0,0,0,0,0,0,1,0,0,0
"103",1666700785.13032,"192.168.137.17","192.168.137.120",50364,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,66,103,1514,0,0,0,0,0,0,1,0,0,0
"104",1666700785.13054,"192.168.137.17","192.168.137.120",50365,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,67,104,1514,0,0,0,0,0,0,1,0,0,0
"105",1666700785.13076,"192.168.137.17","192.168.137.120",50366,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,68,105,1514,0,0,0,0,0,0,1,0,0,0
"106",1666700785.13098,"192.168.137.17","192.168.137.120",50367,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,69,106,1514,0,0,0,0,0,0,1,0,0,0
"107",1666700785.13123,"192.168.137.17","192.168.137.120",50368,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,70,107,1514,0,0,0,0,0,0,1,0,0,0
"108",1666700785.13148,"192.168.137.17","192.168.137.120",50369,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,71,108,1514,0,0,0,0,0,0,1,0,0,0
"109",1666700785.13167,"192.168.137.17","192.168.137.120",50370,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,72,109,1514,0,0,0,0,0,0,1,0,0,0
"110",1666700785.13186,"192.168.137.17","192.168.137.120",50371,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,73,110,1514,0,0,0,0,0,0,1,0,0,0
"111",1666700785.1321,"192.168.137.17","192.168.137.120",50372,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,74,111,1514,0,0,0,0,0,0,1,0,0,0
"112",1666700785.13235,"192.168.137.17","192.168.137.120",50373,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,75,112,1514,0,0,0,0,0,0,1,0,0,0
"113",1666700785.13256,"192.168.137.17","192.168.137.120",50374,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,76,113,1514,0,0,0,0,0,0,1,0,0,0
"114",1666700785.13278,"192.168.137.17","192.168.137.120",50375,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,77,114,1514,0,0,0,0,0,0,1,0,0,0
"115",1666700785.13296,"192.168.137.17","192.168.137.120",50376,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,78,115,1514,0,0,0,0,0,0,1,0,0,0
"116",1666700785.13324,"192.168.137.17","192.168.137.120",50377,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,79,116,1514,0,0,0,0,0,0,1,0,0,0
"117",1666700785.14919,"192.168.137.42","192.168.137.120",5122,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,3,117,1514,0,0,0,0,0,0,1,0,0,0
"118",1666700785.14945,"192.168.137.42","192.168.137.120",5123,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,4,118,1514,0,0,0,0,0,0,1,0,0,0
"119",1666700785.14971,"192.168.137.42","192.168.137.120",5124,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,5,119,1514,0,0,0,0,0,0,1,0,0,0
"120",1666700785.15,"192.168.137.42","192.168.137.120",5125,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,6,120,1514,0,0,0,0,0,0,1,0,0,0
"121",1666700785.15022,"192.168.137.42","192.168.137.120",5126,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,7,121,1514,0,0,0,0,0,0,1,0,0,0
"122",1666700785.15055,"192.168.137.42","192.168.137.120",5127,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,8,122,1514,0,0,0,0,0,0,1,0,0,0
"123",1666700785.15081,"192.168.137.42","192.168.137.120",5128,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,9,123,1514,0,0,0,0,0,0,1,0,0,0
"124",1666700785.15103,"192.168.137.42","192.168.137.120",5129,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,10,124,1514,0,0,0,0,0,0,1,0,0,0
"125",1666700785.15135,"192.168.137.42","192.168.137.120",5130,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,11,125,1514,0,0,0,0,0,0,1,0,0,0
"126",1666700785.15163,"192.168.137.42","192.168.137.120",5131,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,12,126,1514,0,0,0,0,0,0,1,0,0,0
"127",1666700785.1519,"192.168.137.42","192.168.137.120",5132,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,13,127,1514,0,0,0,0,0,0,1,0,0,0
"128",1666700785.15214,"192.168.137.42","192.168.137.120",5133,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,14,128,1514,0,0,0,0,0,0,1,0,0,0
"129",1666700785.15248,"192.168.137.42","192.168.137.120",5134,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,15,129,1514,0,0,0,0,0,0,1,0,0,0
"130",1666700785.1527,"192.168.137.42","192.168.137.120",5135,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,16,130,1514,0,0,0,0,0,0,1,0,0,0
"131",1666700785.15292,"192.168.137.42","192.168.137.120",5136,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,17,131,1514,0,0,0,0,0,0,1,0,0,0
"132",1666700785.15319,"192.168.137.42","192.168.137.120",5137,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,18,132,1514,0,0,0,0,0,0,1,0,0,0
"133",1666700785.15808,"192.168.137.42","192.168.137.120",5138,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,19,133,1514,0,0,0,0,0,0,1,0,0,0
"134",1666700785.15831,"192.168.137.42","192.168.137.120",5139,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,20,134,1514,0,0,0,0,0,0,1,0,0,0
"135",1666700785.15857,"192.168.137.42","192.168.137.120",5140,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,21,135,1514,0,0,0,0,0,0,1,0,0,0
"136",1666700785.15886,"192.168.137.42","192.168.137.120",5141,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,22,136,1514,0,0,0,0,0,0,1,0,0,0
"137",1666700785.15914,"192.168.137.42","192.168.137.120",5142,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,23,137,1514,0,0,0,0,0,0,1,0,0,0
"138",1666700785.15944,"192.168.137.42","192.168.137.120",5143,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,24,138,1514,0,0,0,0,0,0,1,0,0,0
"139",1666700785.15972,"192.168.137.42","192.168.137.120",5144,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,25,139,1514,0,0,0,0,0,0,1,0,0,0
"140",1666700785.15998,"192.168.137.42","192.168.137.120",5145,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,26,140,1514,0,0,0,0,0,0,1,0,0,0
"141",1666700785.16037,"192.168.137.42","192.168.137.120",5146,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,27,141,1514,0,0,0,0,0,0,1,0,0,0
"142",1666700785.16062,"192.168.137.42","192.168.137.120",5147,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,28,142,1514,0,0,0,0,0,0,1,0,0,0
"143",1666700785.1608,"192.168.137.42","192.168.137.120",5148,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,29,143,1514,0,0,0,0,0,0,1,0,0,0
"144",1666700785.16103,"192.168.137.42","192.168.137.120",5149,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,30,144,1514,0,0,0,0,0,0,1,0,0,0
"145",1666700785.16134,"192.168.137.42","192.168.137.120",5150,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,31,145,1514,0,0,0,0,0,0,1,0,0,0
"146",1666700785.16156,"192.168.137.42","192.168.137.120",5151,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,32,146,1514,0,0,0,0,0,0,1,0,0,0
"147",1666700785.16177,"192.168.137.42","192.168.137.120",5152,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,33,147,1514,0,0,0,0,0,0,1,0,0,0
"148",1666700785.16201,"192.168.137.42","192.168.137.120",5153,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,34,148,1514,0,0,0,0,0,0,1,0,0,0
"149",1666700785.16225,"192.168.137.42","192.168.137.120",5154,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,35,149,1514,0,0,0,0,0,0,1,0,0,0
"150",1666700785.1625,"192.168.137.42","192.168.137.120",5155,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,36,150,1514,0,0,0,0,0,0,1,0,0,0
"151",1666700785.16275,"192.168.137.42","192.168.137.120",5156,554,6,1514,0,1514,0,0,0,1,0,64,0,0,0,0,37,151,1514,0,0,0,0,0,0,1,0,0,0
